t_DATE,t_PERIOD,t_AUDITYPE,t_STORECODE,t_DLRCODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,rank,matched_itemcode,distance,m_catcode,m_company,m_mbrand,m_brand,m_sku,m_packtype,m_base_pack,m_flavor,m_color,m_wght,m_uom,m_mrp
2023-09-18,202309,2,122002412,12303020025,1694323975861,99765092,134,PRAKASH BEVERAGE-NEPAL,LIFE CARE,LIFE CARE-PET 500ML,15,500ML,PBT,Sales Deviation is OK,1694323975861-prakash beverage-nepal-life care#3.png,RECODING,5,1,99765092,39.14961,118,PRAKASH BEVERAGE-NEPAL,LIFE CARE,LIFE CARE,PET 500 ML,PET,500.000 ML,,,500.0,ML,15.0
2023-09-18,202309,2,122002412,12303020025,1694323975861,99765092,134,PRAKASH BEVERAGE-NEPAL,LIFE CARE,LIFE CARE-PET 500ML,15,500ML,PBT,Sales Deviation is OK,1694323975861-prakash beverage-nepal-life care#3.png,RECODING,5,2,47428,53.204422,118,PRAKASH BEVERAGE-NEPAL,LIFE CARE,LIFE CARE,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,0.0
2023-09-18,202309,2,122002412,12303020025,1694323975861,99765092,134,PRAKASH BEVERAGE-NEPAL,LIFE CARE,LIFE CARE-PET 500ML,15,500ML,PBT,Sales Deviation is OK,1694323975861-prakash beverage-nepal-life care#3.png,RECODING,5,3,99764314,128.76491,118,LIFE FOOD & BEVERAGE-NEPAL,REBOOST,REBOOST COLA,PET 150 ML,PET,150.000 ML,,,150.0,ML,50.0
2023-09-18,202309,2,122761663,31101020092,1694249559082,99765093,134,POKHARA NATURAL FOOD & BEVERAGE-NP,BRILLIANCE,BRILLIANCE WATER\PET\1000ML\RS:25\POKHARA NATURAL FOOD& BEVRAGE PVT.LTD NEPAL,25,1000ML,PBT,Sales Deviation is OK,1694249559082-pokhara natural food - beverage-np-brilliance#3.png,RECODING,5,1,99765093,51.310604,118,POKHARA NATURAL FOOD & BEVERAGE-NP,BRILLIANCE,BRILLIANCE,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
2023-09-18,202309,2,122761663,31101020092,1694249559082,99765093,134,POKHARA NATURAL FOOD & BEVERAGE-NP,BRILLIANCE,BRILLIANCE WATER\PET\1000ML\RS:25\POKHARA NATURAL FOOD& BEVRAGE PVT.LTD NEPAL,25,1000ML,PBT,Sales Deviation is OK,1694249559082-pokhara natural food - beverage-np-brilliance#3.png,RECODING,5,2,99765050,114.47537,118,POKHARA NATURAL FOOD & BEVERAGE-NP,GLAZE,GLAZE,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0
2023-09-18,202309,2,122761663,31101020092,1694249559082,99765093,134,POKHARA NATURAL FOOD & BEVERAGE-NP,BRILLIANCE,BRILLIANCE WATER\PET\1000ML\RS:25\POKHARA NATURAL FOOD& BEVRAGE PVT.LTD NEPAL,25,1000ML,PBT,Sales Deviation is OK,1694249559082-pokhara natural food - beverage-np-brilliance#3.png,RECODING,5,3,99765087,117.68695,118,POKHARA NATURAL FOOD & BEVERAGE-NP,GLAZE,GLAZE,PET 500 ML,PET,500.000 ML,,,500.0,ML,25.0
2023-09-18,202309,2,125442842,31101020103,1694155646747,99765094,118,VENTURA BOTTLERS PVT LTD-NEPAL,RC COLA,RC COLA-COLA PET 2.25L,260,2.25L,PBT,,1694155646747-ventura bottlers pvt ltd-nepal-rc cola#3.png,RECODING,5,1,99763475,22.003086,118,VENTURA BOTTLERS PVT LTD-NEPAL,RC,RC COLA,COLA PET 250 ML,PET,250.000 ML,COLA,,250.0,ML,40.0
2023-09-18,202309,2,125442842,31101020103,1694155646747,99765094,118,VENTURA BOTTLERS PVT LTD-NEPAL,RC COLA,RC COLA-COLA PET 2.25L,260,2.25L,PBT,,1694155646747-ventura bottlers pvt ltd-nepal-rc cola#3.png,RECODING,5,2,99765094,25.119825,118,VENTURA BOTTLERS PVT LTD-NEPAL,RC,RC COLA,COLA PET 2250 ML,PET,2250.000 ML,COLA,,2250.0,ML,260.0
2023-09-18,202309,2,125442842,31101020103,1694155646747,99765094,118,VENTURA BOTTLERS PVT LTD-NEPAL,RC COLA,RC COLA-COLA PET 2.25L,260,2.25L,PBT,,1694155646747-ventura bottlers pvt ltd-nepal-rc cola#3.png,RECODING,5,3,99763715,26.87439,118,VENTURA BOTTLERS PVT LTD-NEPAL,RC,RC COLA,COLA PET 500 ML,PET,500.000 ML,COLA,,500.0,ML,70.0
2023-09-20,202309,2,128699486,12201020014,1694425377025,99765095,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS BLACK CURRANT DRINK PET 320ML,140,320ML,PET,,1694425377025-singapore beverage-nepal-fruit gems#3.png,RECODING,5,1,99765095,24.332283,118,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,BLACK CURRANT PET 320 ML,PET,320.000 ML,BLACK CURRANT,,320.0,ML,140.0
